2021-09-10
Part Number,On Hand,Backlog,Released,HFR,On Order,T-Avail,R-Avail,Reorder,2021/9/17,2021/9/24,2021/10/8,2021/10/22,2021/11/12
LDR8-40-277,384.000000,0.000000,0.000000,0.000000,0.000000,384.000000,384.000000,100.000000,,,,,
LDR8-40W,0.000000,0.000000,0.000000,0.000000,504.000000,504.000000,504.000000,0.000000,,,,,
LDR8-80,449.000000,42.000000,42.000000,0.000000,504.000000,911.000000,911.000000,1500.000000,,,,,
LDR8/40,20.000000,0.000000,0.000000,0.000000,0.000000,20.000000,20.000000,0.000000,,,,,
LDRCC-40,294.000000,0.000000,0.000000,0.000000,0.000000,294.000000,294.000000,0.000000,,,,,
LDRCC-40-LINEAR,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,,,,
LDRCC-40-NS,0.000000,60.000000,60.000000,0.000000,60.000000,0.000000,0.000000,0.000000,,,,,
LED-AM,2194.000000,0.000000,0.000000,0.000000,0.000000,2194.000000,2194.000000,0.000000,,,,,
LED-BL,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,,,,
LED-BOX,203.000000,0.000000,0.000000,0.000000,0.000000,203.000000,203.000000,0.000000,,,,,
LED-BOX-5,46.000000,0.000000,0.000000,0.000000,0.000000,46.000000,46.000000,0.000000,,,,,
LED-GR,2466.000000,0.000000,0.000000,0.000000,0.000000,2466.000000,2466.000000,0.000000,,,,,
LED-IW,1300.000000,0.000000,0.000000,0.000000,0.000000,1300.000000,1300.000000,0.000000,,,,,
LED-IW-120,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,,,,
LED-IW-A3,500.000000,0.000000,0.000000,0.000000,0.000000,500.000000,500.000000,0.000000,,,,,
LED-IW-CF,4000.000000,0.000000,0.000000,0.000000,0.000000,4000.000000,4000.000000,0.000000,,,,,
LED-RD,2000.000000,0.000000,0.000000,0.000000,0.000000,2000.000000,2000.000000,0.000000,,,,,
LED-SO,650.000000,0.000000,0.000000,0.000000,0.000000,650.000000,650.000000,0.000000,,,,,
LED-WH,2500.000000,0.000000,0.000000,0.000000,0.000000,2500.000000,2500.000000,0.000000,,,,,
LED-WH-120DV,760.000000,0.000000,0.000000,0.000000,0.000000,760.000000,760.000000,0.000000,,,,,
LED-WH-FL,990.000000,0.000000,0.000000,0.000000,0.000000,990.000000,990.000000,0.000000,,,,,
LG-875,624.000000,0.000000,0.000000,0.000000,0.000000,624.000000,624.000000,0.000000,,,,,
LG-C,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,,,,
LINECORD10,141.000000,0.000000,0.000000,0.000000,0.000000,141.000000,141.000000,0.000000,,,,,
LLDR6-60,80.000000,0.000000,0.000000,0.000000,0.000000,80.000000,80.000000,0.000000,,,,,
LPS-350-6CH,75.000000,0.000000,0.000000,0.000000,0.000000,75.000000,75.000000,50.000000,,,,,
LPS-8.4-24,2.000000,0.000000,0.000000,0.000000,0.000000,2.000000,2.000000,0.000000,,,,,
LPSDM-350-6CH,91.000000,10.000000,10.000000,0.000000,0.000000,81.000000,81.000000,50.000000,,,,,
LSB-100,3929.640000,0.000000,0.000000,0.000000,0.000000,3929.640000,3929.640000,2000.000000,,,,,
LSB-150,3199.040000,0.000000,0.000000,0.000000,0.000000,3199.040000,3199.040000,2000.000000,,,,,
LSB-30,52.000000,0.000000,0.000000,0.000000,0.000000,52.000000,52.000000,0.000000,,,,,
LSB-300,3372.000000,0.000000,0.000000,0.000000,0.000000,3372.000000,3372.000000,1000.000000,,,,,
LSB-50,0.400000,0.000000,0.000000,0.000000,0.000000,0.400000,0.400000,0.000000,,,,,
LSB-80,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,,,,
LSC,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,,,,
LSC-100,3236.240000,0.000000,0.000000,0.000000,0.000000,3236.240000,3236.240000,2000.000000,,,,,
LSC-150,2412.800000,0.000000,0.000000,0.000000,0.000000,2412.800000,2412.800000,2000.000000,,,,,
LSC-30,952.000000,0.000000,0.000000,0.000000,0.000000,952.000000,952.000000,0.000000,,,,,
LSC-300,1497.800000,72.000000,72.000000,0.000000,0.000000,1425.800000,1425.800000,1000.000000,,,,,
LSC-50,2200.800000,0.000000,0.000000,0.000000,0.000000,2200.800000,2200.800000,0.000000,,,,,
LSC-80,787.000000,0.000000,0.000000,0.000000,0.000000,787.000000,787.000000,0.000000,,,,,
LSW-100,2464.880000,2.000000,2.000000,0.000000,0.000000,2462.880000,2462.880000,2000.000000,,,,,
LSW-15,1290.760000,0.000000,0.000000,0.000000,0.000000,1290.760000,1290.760000,1000.000000,,,,,
LSW-150,4769.880000,0.000000,0.000000,0.000000,0.000000,4769.880000,4769.880000,2000.000000,,,,,
LSW-18AWG,2500.000000,0.000000,0.000000,0.000000,0.000000,2500.000000,2500.000000,0.000000,,,,,
LSW-30,2389.200000,0.000000,0.000000,0.000000,0.000000,2389.200000,2389.200000,2000.000000,,,,,
LSW-300,3640.040000,0.000000,0.000000,0.000000,0.000000,3640.040000,3640.040000,1000.000000,,,,,
LSW-50,3228.860000,0.000000,0.000000,0.000000,0.000000,3228.860000,3228.860000,2000.000000,,,,,
LSW-80,1549.880000,60.000000,60.000000,0.000000,0.000000,1489.880000,1489.880000,1500.000000,,,,,
LUM-100-2200,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,,,,
LUM-100-3000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,,,,
LUM-100-4500,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,,,,
LUM-100-BL,1047.440000,0.000000,0.000000,0.000000,0.000000,1047.440000,1047.440000,0.000000,,,,,
LUM-100-IW,2056.320000,2.000000,2.000000,0.000000,0.000000,2054.320000,2054.320000,1860.000000,,,,,
LUM-100-RD,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,,,,
LUM-100-WH,1963.360000,0.000000,0.000000,0.000000,0.000000,1963.360000,1963.360000,1240.000000,,,,,
LUM-150-3000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,,,,
LUM-150-4500,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,,,,
LUM-150-IW,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,,,,
LUM-200-CSTM,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,,,,
LUM-310-IW,107.000000,0.000000,0.000000,0.000000,0.000000,107.000000,107.000000,0.000000,,,,,
LUM-50-2200K,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,,,,
LUM-50-3000,133.339000,0.000000,0.000000,0.000000,0.000000,133.339000,133.339000,0.000000,,,,,
LUM-50-4500,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,,,,
LUM-50-BL,1279.880000,0.000000,0.000000,0.000000,0.000000,1279.880000,1279.880000,990.000000,,,,,
LUM-50-IW,1592.882000,209.000000,209.000000,0.000000,990.000000,2373.882000,2373.882000,1980.000000,,990.560000,,,
LUM-50-IW-F,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,,,,
LUM-50-IW-Z,1664.000000,0.000000,0.000000,0.000000,0.000000,1664.000000,1664.000000,0.000000,,,,,
LUM-50-RD,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,,,,
LUM-50-WH,1716.920000,0.000000,0.000000,0.000000,0.000000,1716.920000,1716.920000,990.000000,,,,,
LUM-75-BL,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,,,,
LUM-75-IW,156.000000,0.000000,0.000000,0.000000,0.000000,156.000000,156.000000,0.000000,,,,,
LUM-75-RD,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,,,,
LUM-LEAD,1708.120000,44.000000,44.000000,0.000000,0.000000,1664.120000,1664.120000,1000.000000,,,,,
LUM-LNS,1800.000000,0.000000,0.000000,0.000000,0.000000,1800.000000,1800.000000,0.000000,,,,,
LUM-RD-CSTM,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,,,,
LUN-BG,238.000000,0.000000,0.000000,0.000000,0.000000,238.000000,238.000000,0.000000,,,,,
LUN-CP,67.000000,0.000000,0.000000,0.000000,0.000000,67.000000,67.000000,0.000000,,,,,
LUN-LH,129.000000,0.000000,0.000000,0.000000,0.000000,129.000000,129.000000,0.000000,,,,,
LUN-PB,66.000000,0.000000,0.000000,0.000000,0.000000,66.000000,66.000000,0.000000,,,,,
LUN-STEM-L,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,,,,
LUN-STEM-M,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,,,,
LUN-STEM-S,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,,,,
LUN-STR,136.000000,0.000000,0.000000,0.000000,0.000000,136.000000,136.000000,0.000000,,,,,
LUNH-11,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,,,,
LUNH-12,1.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,,,,,
LUNH-13,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,,,,
LUNH-14,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,,,,
LUNH-15,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,,,,
LUNH-16,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,,,,
LUNH-17,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,,,,
LUNH-18,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,,,,
LUNH-19,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,,,,
LUNH-20,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,,,,
LUNH-21,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,,,,
LUNH-22,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,,,,
LUNH-23,1.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,,,,,
LUNH-24,1.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,,,,,
LUNH-25,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,,,,
LUNH-27,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,,,,
LV-BKT,957.000000,76.000000,76.000000,0.000000,2000.000000,2881.000000,2881.000000,1000.000000,,2000.000000,,,
LV-CH-WH,2258.300000,50.300000,50.300000,0.000000,0.000000,2208.000000,2208.000000,1000.000000,,,,,
LV-CON,110.000000,9.000000,9.000000,0.000000,400.000000,501.000000,501.000000,150.000000,,400.000000,,,
LV-CVR,3945.100000,50.300000,50.300000,0.000000,0.000000,3894.800000,3894.800000,1000.000000,,,,,
LV-ECR,516.000000,18.000000,18.000000,0.000000,0.000000,498.000000,498.000000,300.000000,,,,,
LV-ECS,394.000000,0.000000,0.000000,0.000000,0.000000,394.000000,394.000000,300.000000,,,,,
LV-LTC,569.000000,38.000000,38.000000,0.000000,0.000000,531.000000,531.000000,400.000000,,,,,
LV-SCR-SV,2373.000000,18.000000,18.000000,0.000000,0.000000,2355.000000,2355.000000,400.000000,,,,,
LV-WFL,0.412000,0.235000,0.235000,0.000000,0.000000,0.177000,0.177000,5.000000,,,,,
LVM-2700K,642.000000,0.000000,0.000000,0.000000,0.000000,642.000000,642.000000,400.000000,,,,,
LVM-3000K,435.000000,0.000000,0.000000,0.000000,0.000000,435.000000,435.000000,400.000000,,,,,
LVM-4000K,308.000000,76.000000,76.000000,0.000000,0.000000,232.000000,232.000000,200.000000,,,,,
LW-3C-18GA,1601.000000,0.000000,0.000000,0.000000,0.000000,1601.000000,1601.000000,0.000000,,,,,
LW-4C-18GA,4212.000000,0.000000,0.000000,0.000000,0.000000,4212.000000,4212.000000,0.000000,,,,,
MC-BC,187.240000,0.000000,0.000000,0.000000,0.000000,187.240000,187.240000,0.000000,,,,,
MC-BL,1282.000000,0.000000,0.000000,0.000000,0.000000,1282.000000,1282.000000,0.000000,,,,,
MC-BW,4737.790000,428.500000,428.500000,0.000000,0.000000,4309.290000,4309.290000,5000.000000,,,,,
MC-DF,3519.688000,0.000000,0.000000,0.000000,0.000000,3519.688000,3519.688000,1000.000000,,,,,
MC-EC,652.000000,2.000000,2.000000,0.000000,1000.000000,1650.000000,1650.000000,500.000000,,1000.000000,,,
MC-ECL,5191.000000,2.000000,2.000000,0.000000,0.000000,5189.000000,5189.000000,500.000000,,,,,
MC-GL,2689.000000,0.000000,0.000000,0.000000,0.000000,2689.000000,2689.000000,0.000000,,,,,
MC-KB,1816.000000,0.000000,0.000000,0.000000,0.000000,1816.000000,1816.000000,1000.000000,,,,,
MC-LV,2045.000000,0.000000,0.000000,0.000000,0.000000,2045.000000,2045.000000,0.000000,,,,,
MC-RD,1525.000000,0.000000,0.000000,0.000000,0.000000,1525.000000,1525.000000,0.000000,,,,,
MC-RS,2628.000000,0.000000,0.000000,0.000000,0.000000,2628.000000,2628.000000,0.000000,,,,,
MC-S,3850.890000,919.000000,919.000000,0.000000,0.000000,2931.890000,2931.890000,5000.000000,,,,,
MC-TL,1344.000000,0.000000,0.000000,0.000000,0.000000,1344.000000,1344.000000,0.000000,,,,,
MDL-2700-B,27.000000,2.000000,2.000000,0.000000,25.000000,50.000000,50.000000,30.000000,25.000000,,,,
MDL-2700-B-HF,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,,,,
MDL-2700-S,53.000000,0.000000,0.000000,0.000000,0.000000,53.000000,53.000000,30.000000,,,,,
MDL-2700-W,33.000000,0.000000,0.000000,0.000000,0.000000,33.000000,33.000000,30.000000,,,,,
MDL-3000-B,92.000000,0.000000,0.000000,0.000000,0.000000,92.000000,92.000000,30.000000,,,,,
MDL-3000-B-CC,2.000000,0.000000,0.000000,0.000000,0.000000,2.000000,2.000000,0.000000,,,,,
MDL-3000-B-HF,1.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,,,,,
MDL-3000-S,68.000000,0.000000,0.000000,0.000000,0.000000,68.000000,68.000000,30.000000,,,,,
MDL-3000-W,88.000000,0.000000,0.000000,0.000000,0.000000,88.000000,88.000000,30.000000,,,,,
MDL-4000-B,43.000000,0.000000,0.000000,0.000000,0.000000,43.000000,43.000000,30.000000,,,,,
MDL-4000-B-HF,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,,,,
MDL-4000-S,50.000000,0.000000,0.000000,0.000000,0.000000,50.000000,50.000000,25.000000,,,,,
MDL-4000-W,34.000000,0.000000,0.000000,0.000000,0.000000,34.000000,34.000000,30.000000,,,,,
MDL-5000-B,90.000000,0.000000,0.000000,0.000000,0.000000,90.000000,90.000000,30.000000,,,,,
MDL-5000-B-HF,10.000000,0.000000,0.000000,0.000000,0.000000,10.000000,10.000000,0.000000,,,,,
MDL-5000-HF30B-KIT,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,,,,
MDL-5000-S,45.000000,0.000000,0.000000,0.000000,0.000000,45.000000,45.000000,25.000000,,,,,
MDL-5000-W,49.000000,0.000000,0.000000,0.000000,0.000000,49.000000,49.000000,30.000000,,,,,
MDL-RED-HF30B-KIT,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,,,,
MFL-2700K,4.000000,0.000000,0.000000,0.000000,0.000000,4.000000,4.000000,0.000000,,,,,
MFL-3000K,4.000000,0.000000,0.000000,0.000000,0.000000,4.000000,4.000000,0.000000,,,,,
MFL-CV-BK,4.000000,0.000000,0.000000,0.000000,0.000000,4.000000,4.000000,0.000000,,,,,
MFL-CV-SCR,992.000000,0.000000,0.000000,0.000000,0.000000,992.000000,992.000000,0.000000,,,,,
MFL-CV-SV,4.000000,0.000000,0.000000,0.000000,0.000000,4.000000,4.000000,0.000000,,,,,
MFL-CV-WH,6.000000,0.000000,0.000000,0.000000,0.000000,6.000000,6.000000,0.000000,,,,,
MFL-HC-LNS,6.000000,0.000000,0.000000,0.000000,0.000000,6.000000,6.000000,0.000000,,,,,
MFL-INCVR,6.000000,0.000000,0.000000,0.000000,0.000000,6.000000,6.000000,0.000000,,,,,
MLC-2700-B,29.000000,0.000000,0.000000,0.000000,0.000000,29.000000,29.000000,0.000000,,,,,
MLC-2700-W,59.000000,0.000000,0.000000,0.000000,0.000000,59.000000,59.000000,0.000000,,,,,
MLC-3000-B,61.000000,0.000000,0.000000,0.000000,0.000000,61.000000,61.000000,0.000000,,,,,
MLC-3000-W,42.000000,0.000000,0.000000,0.000000,0.000000,42.000000,42.000000,0.000000,,,,,
MLC-4000-B,26.000000,0.000000,0.000000,0.000000,0.000000,26.000000,26.000000,0.000000,,,,,
MLC-4000-W,29.000000,0.000000,0.000000,0.000000,0.000000,29.000000,29.000000,0.000000,,,,,
MLC-5000-B,4.000000,2.000000,2.000000,0.000000,0.000000,2.000000,2.000000,0.000000,,,,,
MLC-5000-W,5.000000,0.000000,0.000000,0.000000,0.000000,5.000000,5.000000,0.000000,,,,,
MLC-BKT,488.000000,0.000000,0.000000,0.000000,0.000000,488.000000,488.000000,0.000000,,,,,
MLC-CH-B,7.543000,0.084000,0.084000,0.000000,0.000000,7.459000,7.459000,0.000000,,,,,
MLC-CH-W,93.037000,0.000000,0.000000,0.000000,0.000000,93.037000,93.037000,0.000000,,,,,
MLC-CV-B,36.000000,1.000000,1.000000,0.000000,0.000000,35.000000,35.000000,0.000000,,,,,
MLC-CV-W,187.000000,0.000000,0.000000,0.000000,0.000000,187.000000,187.000000,0.000000,,,,,
MLC-EC-SCR,721.000000,2.000000,2.000000,0.000000,0.000000,719.000000,719.000000,0.000000,,,,,
MLC-EDC-B,98.000000,0.000000,0.000000,0.000000,0.000000,98.000000,98.000000,0.000000,,,,,
MLC-EDC-W,198.000000,0.000000,0.000000,0.000000,0.000000,198.000000,198.000000,0.000000,,,,,
MLC-EDL-B,36.000000,1.000000,1.000000,0.000000,0.000000,35.000000,35.000000,0.000000,,,,,
MLC-EDL-W,186.000000,0.000000,0.000000,0.000000,0.000000,186.000000,186.000000,0.000000,,,,,
MLC-LC-B,58.000000,1.000000,1.000000,0.000000,0.000000,57.000000,57.000000,0.000000,,,,,
MLC-LC-W,189.000000,0.000000,0.000000,0.000000,0.000000,189.000000,189.000000,0.000000,,,,,
MLC-M,2.000000,2.000000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,,,,
MLC-W,2.000000,2.000000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,,,,
MLX-F2,1049.000000,0.000000,0.000000,0.000000,0.000000,1049.000000,1049.000000,0.000000,,,,,
MLX-F3,1249.000000,0.000000,0.000000,0.000000,0.000000,1249.000000,1249.000000,0.000000,,,,,
MLX-F4,567.000000,0.000000,0.000000,0.000000,0.000000,567.000000,567.000000,0.000000,,,,,
MLX-F6,3220.000000,0.000000,0.000000,0.000000,0.000000,3220.000000,3220.000000,0.000000,,,,,
MLX-M2,1788.000000,0.000000,0.000000,0.000000,0.000000,1788.000000,1788.000000,0.000000,,,,,
MLX-M3,800.000000,0.000000,0.000000,0.000000,0.000000,800.000000,800.000000,0.000000,,,,,
MLX-M4,794.000000,0.000000,0.000000,0.000000,0.000000,794.000000,794.000000,0.000000,,,,,
MLX-M6,1062.000000,0.000000,0.000000,0.000000,0.000000,1062.000000,1062.000000,0.000000,,,,,
MLX-PIN-F,8114.000000,0.000000,0.000000,0.000000,0.000000,8114.000000,8114.000000,0.000000,,,,,
MLX-PIN-M,11696.000000,0.000000,0.000000,0.000000,0.000000,11696.000000,11696.000000,0.000000,,,,,
MPD-2700K-16D-B,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,,,,
MPD-2700K-16D-W,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,,,,
MPD-2700K-24D-B,3.000000,0.000000,0.000000,0.000000,0.000000,3.000000,3.000000,0.000000,,,,,
MPD-2700K-24D-W,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,,,,
MPD-3000K-16D-B,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,,,,
MPD-3000K-16D-W,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,,,,
MPD-3000K-24D-B,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,,,,
MPD-3000K-24D-W,3.000000,0.000000,0.000000,0.000000,0.000000,3.000000,3.000000,0.000000,,,,,
MPD-CON,6.000000,0.000000,0.000000,0.000000,0.000000,6.000000,6.000000,0.000000,,,,,
MPD-EXT-10M,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,,,,
MPD-EXT-1M,2.000000,0.000000,0.000000,0.000000,0.000000,2.000000,2.000000,0.000000,,,,,
MPD-EXT-5M,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,,,,
MPD-SPL2,4.000000,0.000000,0.000000,0.000000,0.000000,4.000000,4.000000,0.000000,,,,,
MPL-2700K-16D-B,3.000000,0.000000,0.000000,0.000000,0.000000,3.000000,3.000000,0.000000,,,,,
MPL-2700K-24D-B,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,,,,
MPL-3000K-16D-B,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,,,,
MPL-3000K-24D-B,3.000000,0.000000,0.000000,0.000000,0.000000,3.000000,3.000000,0.000000,,,,,
MS-CNV-24V,12.000000,0.000000,0.000000,0.000000,0.000000,12.000000,12.000000,0.000000,,,,,
MS-CV-B,48.000000,0.000000,0.000000,0.000000,0.000000,48.000000,48.000000,25.000000,,,,,
MS-CV-S,210.000000,0.000000,0.000000,0.000000,0.000000,210.000000,210.000000,25.000000,,,,,
MS-LNS-16D,545.000000,0.000000,0.000000,0.000000,0.000000,545.000000,545.000000,25.000000,,,,,
MS-LNS-24D,427.000000,8.000000,8.000000,0.000000,0.000000,419.000000,419.000000,25.000000,,,,,
MS-LNS-30D,688.000000,42.000000,42.000000,0.000000,0.000000,646.000000,646.000000,200.000000,,,,,
MS-PLUG-UK,67.000000,0.000000,0.000000,0.000000,0.000000,67.000000,67.000000,0.000000,,,,,
MS-PLUG-US,165.000000,0.000000,0.000000,0.000000,0.000000,165.000000,165.000000,0.000000,,,,,
MS-PS-6CH,241.000000,10.000000,10.000000,0.000000,0.000000,231.000000,231.000000,0.000000,,,,,
MS-SKT-B,248.000000,42.000000,42.000000,0.000000,0.000000,206.000000,206.000000,100.000000,,,,,
MS-SKT-S,178.000000,0.000000,0.000000,0.000000,0.000000,178.000000,178.000000,50.000000,,,,,
MS-SKT-S-10',0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,,,,
MSP-2700-B-150,29.000000,0.000000,0.000000,0.000000,0.000000,29.000000,29.000000,10.000000,,,,,
MSP-2700-B-250,15.000000,0.000000,0.000000,0.000000,0.000000,15.000000,15.000000,10.000000,,,,,
MSP-2700-B-30,16.000000,0.000000,0.000000,0.000000,0.000000,16.000000,16.000000,10.000000,,,,,
MSP-2700-B-350,9.000000,0.000000,0.000000,0.000000,0.000000,9.000000,9.000000,0.000000,,,,,
MSP-2700-S-150,10.000000,0.000000,0.000000,0.000000,0.000000,10.000000,10.000000,10.000000,,,,,
MSP-2700-S-250,10.000000,0.000000,0.000000,0.000000,0.000000,10.000000,10.000000,10.000000,,,,,
MSP-2700-S-30,19.000000,0.000000,0.000000,0.000000,0.000000,19.000000,19.000000,10.000000,,,,,
MSP-2700-S-350,10.000000,0.000000,0.000000,0.000000,0.000000,10.000000,10.000000,0.000000,,,,,
MSP-3000-B-150,38.000000,0.000000,0.000000,0.000000,0.000000,38.000000,38.000000,25.000000,,,,,
MSP-3000-B-200,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,,,,
MSP-3000-B-250,43.000000,10.000000,10.000000,0.000000,0.000000,33.000000,33.000000,25.000000,,,,,
MSP-3000-B-30,32.000000,8.000000,8.000000,0.000000,30.000000,54.000000,54.000000,25.000000,30.000000,,,,
MSP-3000-B-330,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,,,,
MSP-3000-B-350,6.000000,26.000000,26.000000,0.000000,30.000000,10.000000,10.000000,0.000000,30.000000,,,,
MSP-3000-B-80,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,,,,
MSP-3000-S-150,49.000000,0.000000,0.000000,0.000000,0.000000,49.000000,49.000000,25.000000,,,,,
MSP-3000-S-2,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,,,,
MSP-3000-S-200,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,,,,
MSP-3000-S-250,25.000000,0.000000,0.000000,0.000000,0.000000,25.000000,25.000000,25.000000,,,,,
MSP-3000-S-30,51.000000,0.000000,0.000000,0.000000,0.000000,51.000000,51.000000,25.000000,,,,,
MSP-3000-S-350,6.000000,0.000000,0.000000,0.000000,0.000000,6.000000,6.000000,0.000000,,,,,
MSP-3000-S-53,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,,,,
MSP-3000-S-75,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,,,,
MSP-3000K-16D-S-35M,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,,,,
MSP-4000-B-150,21.000000,0.000000,0.000000,0.000000,0.000000,21.000000,21.000000,10.000000,,,,,
MSP-4000-B-250,34.000000,0.000000,0.000000,0.000000,0.000000,34.000000,34.000000,10.000000,,,,,
MSP-4000-B-30,11.000000,0.000000,0.000000,0.000000,0.000000,11.000000,11.000000,10.000000,,,,,
MSP-4000-B-350,3.000000,0.000000,0.000000,0.000000,0.000000,3.000000,3.000000,0.000000,,,,,
MSP-4000-S-150,9.000000,0.000000,0.000000,0.000000,0.000000,9.000000,9.000000,10.000000,,,,,
MSP-4000-S-250,19.000000,0.000000,0.000000,0.000000,0.000000,19.000000,19.000000,10.000000,,,,,
MSP-4000-S-30,19.000000,0.000000,0.000000,0.000000,0.000000,19.000000,19.000000,10.000000,,,,,
MSP-4000-S-350,10.000000,0.000000,0.000000,0.000000,0.000000,10.000000,10.000000,0.000000,,,,,
MSP-5000-B-150,11.000000,0.000000,0.000000,0.000000,0.000000,11.000000,11.000000,10.000000,,,,,
MSP-5000-B-250,12.000000,0.000000,0.000000,0.000000,0.000000,12.000000,12.000000,10.000000,,,,,
MSP-5000-B-30,18.000000,0.000000,0.000000,0.000000,0.000000,18.000000,18.000000,10.000000,,,,,
MSP-5000-B-350,10.000000,0.000000,0.000000,0.000000,0.000000,10.000000,10.000000,0.000000,,,,,
MSP-5000-S-150,16.000000,0.000000,0.000000,0.000000,0.000000,16.000000,16.000000,10.000000,,,,,
MSP-5000-S-250,11.000000,0.000000,0.000000,0.000000,0.000000,11.000000,11.000000,10.000000,,,,,
